StartDate,CanBook,Location,Title
"2023-10-13T20:00:11",false,"Ballyhornan Scout Centre","Youth Led Programme"
"2023-10-12T09:00:56",false,"Clondalkin Scout Den","Overnights Adventures and International Camp"
"2023-10-08T09:30:32",false,"St Patricks Girls School","Being A Scouter"
"2023-10-07T09:00:45",false,"Coolevan Scout Den","Being A Scouter"
"2023-10-07T09:00:41",false,"Petersburg Outdoor Education Centre","Youth Led Programme"
"2023-10-07T09:00:35",false,"Shannonbanks Scout Hall ","Being A Scouter"
"2023-10-07T09:00:32",false,"Milltownpass Community Centre","Being A Scouter"
"2023-10-07T09:00:15",false,"Petersburg Outdoor Education Centre","Being A Scouter"
"2023-10-05T19:00:15",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-10-04T19:00:16",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-10-03T19:00:33",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-10-01T09:00:44",false,"Kilcoman Lodge","Skills Course"
"2023-09-30T09:30:37",false,"Carryduff Scout Den","Being A Scouter"
"2023-09-30T09:00:22",false,"Renmore Scout Den","Adventure Skills Facilitator"
"2023-09-30T09:00:17",false,"5th Kildare Athy Scout Den","Being A Scouter"
"2023-09-29T09:00:38",false,"Castleconnell Campsite, Castleconnell, Limerick","Skills Course"
"2023-09-28T19:00:49",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-28T19:00:09",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-27T19:00:56",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-25T19:00:50",false,"Dolphin's Barn Scout Den","Safeguarding Training"
"2023-09-25T19:00:03",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-25T09:00:15",false,"44/93 Dub Crumlin Den","Overnights Adventures and International Camp"
"2023-09-23T09:00:41",false,"Renmore Scout Den","Being A Scouter"
"2023-09-23T09:00:07",false,"Longford Scout Den","Being A Scouter"
"2023-09-21T19:00:45",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-21T19:00:38",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-16T09:00:42",false,"Westport Community Hall","Being A Scouter"
"2023-09-16T09:00:25",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-09-16T09:00:12",false,"Cabragh Wetland Thurles","Being A Scouter"
"2023-09-14T19:00:31",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-14T19:00:25",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-13T19:00:55",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-13T19:00:20",false,"146 Dub Firhouse","The Story of Scouting Interactive"
"2023-09-10T10:00:51",false,"Larch Hill National Campsite","CSA Mentor"
"2023-09-09T09:30:57",false,"Castleconnell Campsite, Castleconnell, Limerick","Safeguarding Training"
"2023-09-07T19:00:51",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-04T19:00:10",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-09-02T09:00:46",false,"Dunboyne Scout Den","Being A Scouter"
"2023-08-30T19:00:39",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-08-30T19:00:18",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-08-30T19:00:10",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-08-30T19:00:07",false,"Kildalkey Scout Den","Safeguarding Training"
"2023-08-29T18:30:15",false,"ONLINE VIA ZOOM","CSA Mentor"
"2023-08-26T09:00:40",false,"5th Kildare Athy Scout Den","Being A Scouter"
"2023-08-26T09:00:24",false,"Kilcully Scout Campsite","Being A Scouter"
"2023-08-26T09:00:10",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-08-14T19:00:22",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-07-31T19:00:59",false,"94 Dub Walkinstown Scout Den","Safeguarding Training"
"2023-07-08T09:00:13",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-07-05T19:00:07",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-07-04T19:00:33",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-07-03T19:00:31",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-06-29T09:00:22",false,"ONLINE VIA ZOOM","Adventure Planning International"
"2023-06-28T19:00:44",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-06-28T12:00:08",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-06-26T19:00:44",false,"44/93 Dub Crumlin Den","Safeguarding Training"
"2023-06-24T09:30:53",false,"Kilcully Scout Campsite","Safeguarding Training"
"2023-06-20T19:30:09",false,"ONLINE VIA ZOOM","Overnights Adventures and International Camp"
"2023-06-20T19:00:24",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-06-19T19:30:27",false,"MAYFIELD SCOUT HALL ","Overnights Camping & Adventures (Domestic)"
"2023-06-17T09:00:39",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-06-17T09:00:25",false,"5th Meath Kells Scout Den","Scouting Together"
"2023-06-17T09:00:08",false,"19th Waterford St Mary's Scout Hall","Being A Scouter"
"2023-06-15T19:30:47",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-06-15T19:30:22",false,"ONLINE VIA ZOOM","Overnights Camping & Adventures (Domestic)"
"2023-06-15T19:00:27",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-06-13T19:00:59",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-06-12T19:00:36",false,"Brackenstown Scout Den","Safeguarding Training"
"2023-06-10T09:00:32",false,"Dunboyne Scout Den","Being A Scouter"
"2023-06-01T19:00:25",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-05-30T19:00:49",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-05-28T19:00:44",false,"5th Kildare Athy Scout Den","Overnights Adventures and International Camp"
"2023-05-27T09:00:58",false,"Howth Scout Den","Being A Scouter"
"2023-05-24T19:00:02",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-05-22T19:00:08",false,"Brackenstown Scout Den","Adventure Planning International"
"2023-05-20T09:15:44",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-05-20T09:00:58",false,"6/7/8 Dub St Mary's Den","Youth Led Programme"
"2023-05-20T09:00:45",false,"St Flannans College Ennis","Being A Scouter"
"2023-05-20T09:00:10",false,"Larch Hill National Campsite","Train The Trainer"
"2023-05-16T19:00:39",false,"3/40/41Dub Donnybrook Den","Safeguarding Training"
"2023-05-16T19:00:30",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-05-13T19:00:43",false,"Castleconnell Campsite, Castleconnell, Limerick","Overnights Camping & Adventures (Domestic)"
"2023-05-13T09:30:22",false,"St Paul's Scout Hall, Waterford","Scouting Together"
"2023-05-13T09:00:49",false,"Castleconnell Campsite, Castleconnell, Limerick","Youth Led Programme"
"2023-05-11T19:00:55",false,"5th Kildare Athy Scout Den","Overnights Camping & Adventures (Domestic)"
"2023-05-11T19:00:21",false,"ONLINE VIA ZOOM","Safeguarding Refresher Training"
"2023-05-11T19:00:05",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-05-09T19:30:29",false,"DERRIAGHY SCOUT DEN","Overnights Adventures and International Camp"
"2023-05-06T09:00:43",false,"Longford Scout Den","Being A Scouter"
"2023-05-03T09:00:44",false,"6/7/8 Dub St Mary's Den","Overnights Adventures and International Camp"
"2023-04-27T19:00:59",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-04-27T19:00:33",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-04-27T19:00:28",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-04-26T19:00:16",false,"Kildalkey Scout Den","Adventure Planning International"
"2023-04-25T19:00:10",false,"18 Dub Santry Den","Safeguarding Training"
"2023-04-25T09:00:15",false,"St Peters Scout Hall Phibsborough","Overnights Adventures and International Camp"
"2023-04-24T17:00:51",false,"47Dub Ballybrack Den","The Story of Scouting Interactive"
"2023-04-24T09:00:18",false,"44/93 Dub Crumlin Den","Overnights Adventures and International Camp"
"2023-04-22T09:00:35",false,"Renmore Scout Den","Being A Scouter"
"2023-04-20T19:00:36",false,"Skerries Scout Den","Safeguarding Training"
"2023-04-19T19:00:27",false,"Kildalkey Scout Den","Safeguarding Training"
"2023-04-18T19:00:29",false,"18 Dub Santry Den","Safeguarding Training"
"2023-04-17T19:00:10",false,"7th Louth Coastal  Den","Safeguarding Training"
"2023-04-15T09:00:28",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-04-15T09:00:25",false,"Dunboyne Scout Den","Being A Scouter"
"2023-04-03T19:00:38",false,"ONLINE VIA ZOOM","Overnights Camping & Adventures (Domestic)"
"2023-04-03T09:00:12",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-04-02T09:00:47",false,"Kilmacud Scout Den","Overnights Adventures and International Camp"
"2023-04-01T09:00:22",false,"Askea Parish Community Centre,","Being A Scouter"
"2023-04-01T09:00:11",false,"St Flannans College Ennis","Scouting Together"
"2023-03-30T19:30:32",false,"ONLINE VIA ZOOM","Safeguarding Refresher Training"
"2023-03-27T09:00:04",false,"44/93 Dub Crumlin Den","The Story of Scouting Interactive"
"2023-03-26T09:00:04",false,"23rd Antrim (Derriaghy) Scout Group","Being A Scouter"
"2023-03-25T09:00:34",false,"Milltownpass Community Centre","Youth Led Programme"
"2023-03-25T09:00:32",false,"St Michael's Scout Centre","Being A Scouter"
"2023-03-25T09:00:26",false,"Arklow Scout Den","Youth Led Programme"
"2023-03-22T19:00:24",false,"ONLINE VIA ZOOM","Overnights Camping & Adventures (Domestic)"
"2023-03-21T19:30:17",false,"Kilcully Scout Campsite","Being A Scouter"
"2023-03-21T19:00:31",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-03-20T19:00:53",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-03-20T09:00:47",false,"Coolevin Scout Den","Overnights Adventures and International Camp"
"2023-03-13T19:00:49",false,"Brackenstown Scout Den","Safeguarding Training"
"2023-03-11T09:00:36",false,"St Olivers Hall","Being A Scouter"
"2023-03-11T09:00:03",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2023-03-10T09:00:36",false,"MULRANNY","Being A Scouter"
"2023-03-08T19:00:58",false,"146 Dub Firhouse","Safeguarding Training"
"2023-03-07T19:00:54",false,"5th Meath Kells Scout Den","Overnights Camping & Adventures (Domestic)"
"2023-03-06T19:00:59",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-03-04T09:00:39",false,"St Flannans College Ennis","Being A Scouter"
"2023-03-04T09:00:16",false,"23rd Kildare Sallins Scout Den","Being A Scouter"
"2023-02-25T09:00:38",false,"5th Meath Kells Scout Den","Being A Scouter"
"2023-02-25T09:00:18",false,"Kilcully Scout Campsite","Being A Scouter"
"2023-02-24T19:00:31",false,"ONLINE VIA ZOOM","Overnights Camping & Adventures (Domestic)"
"2023-02-23T19:30:00",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-02-21T19:00:44",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-02-20T19:00:16",false,"Crumlin Scout Den","Safeguarding Training"
"2023-02-19T09:00:20",false,"Kiltmagh Scout Den, Mayo","Skills Course"
